id_registro,id_objeto,fuente,institucion,url,imagen_url,imagen_url_miniatura,imagen_local,titulo_original,titulo_es_sugerido,descripcion_oficial,cultura,periodo,fecha_objeto,procedencia,tipo_objeto,tipo_superficie,corpus_analisis,motivo_superficie,material,material_normalizado,tecnica,colores,color_dominante,contraste,densidad_visual,motivos,familia_iconografica,simetria,composicion,descripcion,licencia,estado_metadata,estado_anotacion,observaciones,decision_filtro,puntaje_filtro,motivo_filtrado,fecha_descarga,fecha_anotacion
MET-316962,316962,met,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/316962,https://images.metmuseum.org/CRDImages/ao/original/DP-29609-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-29609-001.jpg,outputs/samples/met_textiles_pilot_clean/met_textil_316962.jpg,Four-Cornered Hat,Objeto textil,Título oficial: Four-Cornered Hat. Cultura registrada: Wari. Fecha del objeto: 7th–9th century. Material registrado: Camelid hair. Clasificación museográfica: Textiles-Costumes. Dimensiones: H. 4 1/2 × Circum. 19 7/8 in. (11.4 × 50.5 cm).,Wari,,7th–9th century,Peru,objeto_textil,revision_morfologica,revision_morfologica,no se detectó con claridad si el objeto tiene superficie amplia o formato estrecho,Camelid hair,fibra de camélido,,,,,,,,,,Título oficial: Four-Cornered Hat. Cultura registrada: Wari. Fecha del objeto: 7th–9th century. Material registrado: Camelid hair. Clasificación museográfica: Textiles-Costumes. Dimensiones: H. 4 1/2 × Circum. 19 7/8 in. (11.4 × 50.5 cm).,Dominio público / Open Access según metadata de The Met,parcial,sin_anotar,,aceptar,10,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | evidencia cultural/geográfica andina: ['peru', 'wari']",2026-06-15,
MET-316983,316983,met,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/316983,https://images.metmuseum.org/CRDImages/ao/original/DP-29592-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-29592-001.jpg,outputs/samples/met_textiles_pilot_clean/met_textil_316983.jpg,Four-Cornered Hat,Objeto textil,Título oficial: Four-Cornered Hat. Cultura registrada: Tiwanaku. Fecha del objeto: 4th–8th century. Material registrado: Camelid hair. Clasificación museográfica: Textiles-Costumes. Dimensiones: H. 6 × Circum. 16 in. (15.2 × 40.6 cm).,Tiwanaku,,4th–8th century,Bolivia (?),objeto_textil,revision_morfologica,revision_morfologica,no se detectó con claridad si el objeto tiene superficie amplia o formato estrecho,Camelid hair,fibra de camélido,,,,,,,,,,Título oficial: Four-Cornered Hat. Cultura registrada: Tiwanaku. Fecha del objeto: 4th–8th century. Material registrado: Camelid hair. Clasificación museográfica: Textiles-Costumes. Dimensiones: H. 6 × Circum. 16 in. (15.2 × 40.6 cm).,Dominio público / Open Access según metadata de The Met,parcial,sin_anotar,,aceptar,10,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | evidencia cultural/geográfica andina: ['tiwanaku']",2026-06-15,
MET-316981,316981,met,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/316981,https://images.metmuseum.org/CRDImages/ao/original/DP-29590-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-29590-001.jpg,outputs/samples/met_textiles_pilot_clean/met_textil_316981.jpg,Four-Cornered Hat,Objeto textil,Título oficial: Four-Cornered Hat. Cultura registrada: Tiwanaku. Fecha del objeto: 7th–9th century. Material registrado: Camelid hair. Clasificación museográfica: Textiles-Costumes. Dimensiones: H. 5 × Circum. 17 1/4 in. (12.7 × 43.8 cm).,Tiwanaku,,7th–9th century,Bolivia (?),objeto_textil,revision_morfologica,revision_morfologica,no se detectó con claridad si el objeto tiene superficie amplia o formato estrecho,Camelid hair,fibra de camélido,,,,,,,,,,Título oficial: Four-Cornered Hat. Cultura registrada: Tiwanaku. Fecha del objeto: 7th–9th century. Material registrado: Camelid hair. Clasificación museográfica: Textiles-Costumes. Dimensiones: H. 5 × Circum. 17 1/4 in. (12.7 × 43.8 cm).,Dominio público / Open Access según metadata de The Met,parcial,sin_anotar,,aceptar,10,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | evidencia cultural/geográfica andina: ['tiwanaku']",2026-06-15,
MET-317736,317736,met,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/317736,https://images.metmuseum.org/CRDImages/ao/original/DT1275.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DT1275.jpg,outputs/samples/met_textiles_pilot_clean/met_textil_317736.jpg,Woman's Dress,Objeto textil,Título oficial: Woman's Dress. Cultura registrada: Chuquibamba. Fecha del objeto: 14th–early 16th century. Material registrado: Camelid hair. Clasificación museográfica: Textiles-Woven. Dimensiones: H. 51 1/2  x  W. 60 1/2 in. (130.8 x 153.7 cm).,Chuquibamba,,14th–early 16th century,Peru,objeto_textil,revision_morfologica,revision_morfologica,no se detectó con claridad si el objeto tiene superficie amplia o formato estrecho,Camelid hair,fibra de camélido,tejido,,,,,,,,,Título oficial: Woman's Dress. Cultura registrada: Chuquibamba. Fecha del objeto: 14th–early 16th century. Material registrado: Camelid hair. Clasificación museográfica: Textiles-Woven. Dimensiones: H. 51 1/2  x  W. 60 1/2 in. (130.8 x 153.7 cm).,Dominio público / Open Access según metadata de The Met,parcial,sin_anotar,,aceptar,10,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | evidencia cultural/geográfica andina: ['peru']",2026-06-15,
MET-833953,833953,met,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/833953,https://images.metmuseum.org/CRDImages/ao/original/DP-18736-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-18736-001.jpg,outputs/samples/met_textiles_pilot_clean/met_textil_833953.jpg,Tapestry Tunic,Túnica textil,Título oficial: Tapestry Tunic. Cultura registrada: Wari. Fecha del objeto: 7th–9th century. Material registrado: Camelid wool. Clasificación museográfica: Textiles-Woven. Dimensiones: H. 42 11/16 × W. 42 15/16 in. (108.5 × 109 cm).,Wari,,7th–9th century,Peru,tunica,superficie_amplia,corpus_principal_superficie_amplia,"superficie amplia o plana detectada: ['tunic', 'tapestry']",Camelid wool,fibra de camélido; lana,tapiz; tejido,,,,,,,,,Título oficial: Tapestry Tunic. Cultura registrada: Wari. Fecha del objeto: 7th–9th century. Material registrado: Camelid wool. Clasificación museográfica: Textiles-Woven. Dimensiones: H. 42 11/16 × W. 42 15/16 in. (108.5 × 109 cm).,Dominio público / Open Access según metadata de The Met,parcial,sin_anotar,,aceptar,17,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['tunic'] | material contiene fibras o soporte textil: ['wool', 'camelid'] | título contiene términos textiles: ['tapestry', 'tunic'] | evidencia cultural/geográfica andina: ['peru', 'wari']",2026-06-15,
MET-316978,316978,met,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/316978,https://images.metmuseum.org/CRDImages/ao/original/DP-29598-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-29598-001.jpg,outputs/samples/met_textiles_pilot_clean/met_textil_316978.jpg,Four-Cornered Hat,Objeto textil,Título oficial: Four-Cornered Hat. Cultura registrada: Tiwanaku or Wari. Fecha del objeto: 500–900 CE. Material registrado: Camelid fiber. Clasificación museográfica: Textiles-Costumes. Dimensiones: H. 7 in.  × Circum. 22 3/4 in. (17.8 × 57.8 cm).,Tiwanaku or Wari,,500–900 CE,Bolivia or Peru,objeto_textil,revision_morfologica,revision_morfologica,no se detectó con claridad si el objeto tiene superficie amplia o formato estrecho,Camelid fiber,fibra de camélido; fibra textil,,,,,,,,,,Título oficial: Four-Cornered Hat. Cultura registrada: Tiwanaku or Wari. Fecha del objeto: 500–900 CE. Material registrado: Camelid fiber. Clasificación museográfica: Textiles-Costumes. Dimensiones: H. 7 in.  × Circum. 22 3/4 in. (17.8 × 57.8 cm).,Dominio público / Open Access según metadata de The Met,parcial,sin_anotar,,aceptar,10,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid', 'fiber'] | evidencia cultural/geográfica andina: ['peru', 'wari', 'tiwanaku']",2026-06-15,
MET-312676,312676,met,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/312676,https://images.metmuseum.org/CRDImages/ao/original/DP-15008-005.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-15008-005.jpg,outputs/samples/met_textiles_pilot_clean/met_textil_312676.jpg,Feathered Panel,Panel textil,"Título oficial: Feathered Panel. Cultura registrada: Wari. Fecha del objeto: 600–900 CE. Material registrado: Feathers, cotton, camelid hair. Clasificación museográfica: Textiles-Featherwork. Dimensiones: H. 27 1/2 x W. 83 1/2 x D. 3 1/4 in. (69.9 x 212.1 x 8.3 cm).",Wari,,600–900 CE,Peru; South Coast,panel_textil,superficie_amplia,corpus_principal_superficie_amplia,superficie amplia o plana detectada: ['panel'],"Feathers, cotton, camelid hair",algodón; fibra de camélido; plumas,trabajo con plumas,,,,,,,,,"Título oficial: Feathered Panel. Cultura registrada: Wari. Fecha del objeto: 600–900 CE. Material registrado: Feathers, cotton, camelid hair. Clasificación museográfica: Textiles-Featherwork. Dimensiones: H. 27 1/2 x W. 83 1/2 x D. 3 1/4 in. (69.9 x 212.1 x 8.3 cm).",Dominio público / Open Access según metadata de The Met,parcial,sin_anotar,,aceptar,11,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['cotton', 'camelid'] | título contiene términos débiles asociados a fragmentos o paneles: ['panel'] | evidencia cultural/geográfica andina: ['peru', 'wari']",2026-06-15,
MET-314623,314623,met,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/314623,https://images.metmuseum.org/CRDImages/ao/original/DP-29604-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-29604-001.jpg,outputs/samples/met_textiles_pilot_clean/met_textil_314623.jpg,Four-Cornered Hat,Objeto textil,Título oficial: Four-Cornered Hat. Cultura registrada: Wari. Fecha del objeto: 500–900 CE. Material registrado: Camelid fiber. Clasificación museográfica: Textiles-Costumes. Dimensiones: H. 4 7/8 x W. 6 7/8 in. (12.4 x 17.5 cm).,Wari,,500–900 CE,Peru,objeto_textil,revision_morfologica,revision_morfologica,no se detectó con claridad si el objeto tiene superficie amplia o formato estrecho,Camelid fiber,fibra de camélido; fibra textil,,,,,,,,,,Título oficial: Four-Cornered Hat. Cultura registrada: Wari. Fecha del objeto: 500–900 CE. Material registrado: Camelid fiber. Clasificación museográfica: Textiles-Costumes. Dimensiones: H. 4 7/8 x W. 6 7/8 in. (12.4 x 17.5 cm).,Dominio público / Open Access según metadata de The Met,parcial,sin_anotar,,aceptar,10,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid', 'fiber'] | evidencia cultural/geográfica andina: ['peru', 'wari']",2026-06-15,
MET-312683,312683,met,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/312683,https://images.metmuseum.org/CRDImages/ao/original/DP-15008-009.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-15008-009.jpg,outputs/samples/met_textiles_pilot_clean/met_textil_312683.jpg,Feathered Panel,Panel textil,"Título oficial: Feathered Panel. Cultura registrada: Wari. Fecha del objeto: 600–900 CE. Material registrado: Feathers on cotton, camelid hair. Clasificación museográfica: Textiles-Featherwork. Dimensiones: H. 29 × W. 84 in. (73.66 × 213.36 cm).",Wari,,600–900 CE,Peru; South Coast,panel_textil,superficie_amplia,corpus_principal_superficie_amplia,superficie amplia o plana detectada: ['panel'],"Feathers on cotton, camelid hair",algodón; fibra de camélido; plumas,trabajo con plumas,,,,,,,,,"Título oficial: Feathered Panel. Cultura registrada: Wari. Fecha del objeto: 600–900 CE. Material registrado: Feathers on cotton, camelid hair. Clasificación museográfica: Textiles-Featherwork. Dimensiones: H. 29 × W. 84 in. (73.66 × 213.36 cm).",Dominio público / Open Access según metadata de The Met,parcial,sin_anotar,,aceptar,11,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['cotton', 'camelid'] | título contiene términos débiles asociados a fragmentos o paneles: ['panel'] | evidencia cultural/geográfica andina: ['peru', 'wari']",2026-06-15,
MET-312678,312678,met,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/312678,https://images.metmuseum.org/CRDImages/ao/original/DP-15008-013.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-15008-013.jpg,outputs/samples/met_textiles_pilot_clean/met_textil_312678.jpg,Feathered Panel,Panel textil,"Título oficial: Feathered Panel. Cultura registrada: Wari. Fecha del objeto: 600–900 CE. Material registrado: Feathers on cotton, camelid hair. Clasificación museográfica: Textiles-Featherwork. Dimensiones: H. 33 1/8 × W. 87 1/2 in. (84.14 × 222.25 cm).",Wari,,600–900 CE,Peru; South Coast,panel_textil,superficie_amplia,corpus_principal_superficie_amplia,superficie amplia o plana detectada: ['panel'],"Feathers on cotton, camelid hair",algodón; fibra de camélido; plumas,trabajo con plumas,,,,,,,,,"Título oficial: Feathered Panel. Cultura registrada: Wari. Fecha del objeto: 600–900 CE. Material registrado: Feathers on cotton, camelid hair. Clasificación museográfica: Textiles-Featherwork. Dimensiones: H. 33 1/8 × W. 87 1/2 in. (84.14 × 222.25 cm).",Dominio público / Open Access según metadata de The Met,parcial,sin_anotar,,aceptar,11,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['cotton', 'camelid'] | título contiene términos débiles asociados a fragmentos o paneles: ['panel'] | evidencia cultural/geográfica andina: ['peru', 'wari']",2026-06-15,
MET-312680,312680,met,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/312680,https://images.metmuseum.org/CRDImages/ao/original/DP-15008-006.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-15008-006.jpg,outputs/samples/met_textiles_pilot_clean/met_textil_312680.jpg,Feathered Panel,Panel textil,"Título oficial: Feathered Panel. Cultura registrada: Wari. Fecha del objeto: 600–900 CE. Material registrado: Feathers on cotton, camelid hair. Clasificación museográfica: Textiles-Featherwork. Dimensiones: H. 29 1/4 × W. 83 5/8 in. (74.3 × 212.41 cm).",Wari,,600–900 CE,Peru; South Coast,panel_textil,superficie_amplia,corpus_principal_superficie_amplia,superficie amplia o plana detectada: ['panel'],"Feathers on cotton, camelid hair",algodón; fibra de camélido; plumas,trabajo con plumas,,,,,,,,,"Título oficial: Feathered Panel. Cultura registrada: Wari. Fecha del objeto: 600–900 CE. Material registrado: Feathers on cotton, camelid hair. Clasificación museográfica: Textiles-Featherwork. Dimensiones: H. 29 1/4 × W. 83 5/8 in. (74.3 × 212.41 cm).",Dominio público / Open Access según metadata de The Met,parcial,sin_anotar,,aceptar,11,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['cotton', 'camelid'] | título contiene términos débiles asociados a fragmentos o paneles: ['panel'] | evidencia cultural/geográfica andina: ['peru', 'wari']",2026-06-15,
MET-312681,312681,met,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/312681,https://images.metmuseum.org/CRDImages/ao/original/DP-15008-007.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-15008-007.jpg,outputs/samples/met_textiles_pilot_clean/met_textil_312681.jpg,Feathered Panel,Panel textil,"Título oficial: Feathered Panel. Cultura registrada: Wari. Fecha del objeto: 600–900 CE. Material registrado: Feathers on cotton, camelid hair. Clasificación museográfica: Textiles-Featherwork. Dimensiones: H. 28 3/4 × W. 83 1/2 in. (73.03 × 212.09 cm).",Wari,,600–900 CE,Peru; South Coast,panel_textil,superficie_amplia,corpus_principal_superficie_amplia,superficie amplia o plana detectada: ['panel'],"Feathers on cotton, camelid hair",algodón; fibra de camélido; plumas,trabajo con plumas,,,,,,,,,"Título oficial: Feathered Panel. Cultura registrada: Wari. Fecha del objeto: 600–900 CE. Material registrado: Feathers on cotton, camelid hair. Clasificación museográfica: Textiles-Featherwork. Dimensiones: H. 28 3/4 × W. 83 1/2 in. (73.03 × 212.09 cm).",Dominio público / Open Access según metadata de The Met,parcial,sin_anotar,,aceptar,11,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['cotton', 'camelid'] | título contiene términos débiles asociados a fragmentos o paneles: ['panel'] | evidencia cultural/geográfica andina: ['peru', 'wari']",2026-06-15,
MET-312679,312679,met,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/312679,https://images.metmuseum.org/CRDImages/ao/original/DP-15008-012.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-15008-012.jpg,outputs/samples/met_textiles_pilot_clean/met_textil_312679.jpg,Feathered Panel,Panel textil,"Título oficial: Feathered Panel. Cultura registrada: Wari. Fecha del objeto: 600–900 CE. Material registrado: Feathers on cotton, camelid hair. Clasificación museográfica: Textiles-Featherwork. Dimensiones: H. 31 1/2 x W. 85 1/4 in. (80 x 216.5 cm).",Wari,,600–900 CE,Peru; South Coast,panel_textil,superficie_amplia,corpus_principal_superficie_amplia,superficie amplia o plana detectada: ['panel'],"Feathers on cotton, camelid hair",algodón; fibra de camélido; plumas,trabajo con plumas,,,,,,,,,"Título oficial: Feathered Panel. Cultura registrada: Wari. Fecha del objeto: 600–900 CE. Material registrado: Feathers on cotton, camelid hair. Clasificación museográfica: Textiles-Featherwork. Dimensiones: H. 31 1/2 x W. 85 1/4 in. (80 x 216.5 cm).",Dominio público / Open Access según metadata de The Met,parcial,sin_anotar,,aceptar,11,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['cotton', 'camelid'] | título contiene términos débiles asociados a fragmentos o paneles: ['panel'] | evidencia cultural/geográfica andina: ['peru', 'wari']",2026-06-15,
MET-312674,312674,met,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/312674,https://images.metmuseum.org/CRDImages/ao/original/DP-15008-011.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-15008-011.jpg,outputs/samples/met_textiles_pilot_clean/met_textil_312674.jpg,Feathered Panel,Panel textil,"Título oficial: Feathered Panel. Cultura registrada: Wari. Fecha del objeto: 600–900 CE. Material registrado: Feathers on cotton, camelid fiber. Clasificación museográfica: Textiles-Featherwork. Dimensiones: H. 33 3/4 × W. 6 in. (85.73 × 218.44 cm).",Wari,,600–900 CE,Peru; South Coast,panel_textil,superficie_amplia,corpus_principal_superficie_amplia,superficie amplia o plana detectada: ['panel'],"Feathers on cotton, camelid fiber",algodón; fibra de camélido; fibra textil; plumas,trabajo con plumas,,,,,,,,,"Título oficial: Feathered Panel. Cultura registrada: Wari. Fecha del objeto: 600–900 CE. Material registrado: Feathers on cotton, camelid fiber. Clasificación museográfica: Textiles-Featherwork. Dimensiones: H. 33 3/4 × W. 6 in. (85.73 × 218.44 cm).",Dominio público / Open Access según metadata de The Met,parcial,sin_anotar,,aceptar,11,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['cotton', 'camelid', 'fiber'] | título contiene términos débiles asociados a fragmentos o paneles: ['panel'] | evidencia cultural/geográfica andina: ['peru', 'wari']",2026-06-15,
MET-312682,312682,met,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/312682,https://images.metmuseum.org/CRDImages/ao/original/DP-15008-010.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-15008-010.jpg,outputs/samples/met_textiles_pilot_clean/met_textil_312682.jpg,Feathered Panel,Panel textil,"Título oficial: Feathered Panel. Cultura registrada: Wari. Fecha del objeto: 600–900 CE. Material registrado: Feathers on cotton, camelid hair. Clasificación museográfica: Textiles-Featherwork. Dimensiones: H. 28 1/2 × W. 83 1/4 in. (72.39 × 211.46 cm).",Wari,,600–900 CE,Peru; South Coast,panel_textil,superficie_amplia,corpus_principal_superficie_amplia,superficie amplia o plana detectada: ['panel'],"Feathers on cotton, camelid hair",algodón; fibra de camélido; plumas,trabajo con plumas,,,,,,,,,"Título oficial: Feathered Panel. Cultura registrada: Wari. Fecha del objeto: 600–900 CE. Material registrado: Feathers on cotton, camelid hair. Clasificación museográfica: Textiles-Featherwork. Dimensiones: H. 28 1/2 × W. 83 1/4 in. (72.39 × 211.46 cm).",Dominio público / Open Access según metadata de The Met,parcial,sin_anotar,,aceptar,11,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['cotton', 'camelid'] | título contiene términos débiles asociados a fragmentos o paneles: ['panel'] | evidencia cultural/geográfica andina: ['peru', 'wari']",2026-06-15,
MET-308121,308121,met,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/308121,https://images.metmuseum.org/CRDImages/ao/original/DP-29599-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-29599-001.jpg,outputs/samples/met_textiles_pilot_clean/met_textil_308121.jpg,Four-Cornered Hat,Objeto textil,"Título oficial: Four-Cornered Hat. Cultura registrada: Wari. Fecha del objeto: 7th–9th century. Material registrado: Camelid hair, cotton. Clasificación museográfica: Textiles-Woven. Dimensiones: H. 7 in. × Circum. 22 1/2 in. (17.8 × 57.2 cm).",Wari,,7th–9th century,Peru,objeto_textil,revision_morfologica,revision_morfologica,no se detectó con claridad si el objeto tiene superficie amplia o formato estrecho,"Camelid hair, cotton",algodón; fibra de camélido,tejido,,,,,,,,,"Título oficial: Four-Cornered Hat. Cultura registrada: Wari. Fecha del objeto: 7th–9th century. Material registrado: Camelid hair, cotton. Clasificación museográfica: Textiles-Woven. Dimensiones: H. 7 in. × Circum. 22 1/2 in. (17.8 × 57.2 cm).",Dominio público / Open Access según metadata de The Met,parcial,sin_anotar,,aceptar,10,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['cotton', 'camelid'] | evidencia cultural/geográfica andina: ['peru', 'wari']",2026-06-15,
MET-316913,316913,met,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/316913,https://images.metmuseum.org/CRDImages/ao/original/DP-41567-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-41567-001.jpg,outputs/samples/met_textiles_pilot_clean/met_textil_316913.jpg,Chuspa (coca bag),Bolsa textil,"Título oficial: Chuspa (coca bag). Cultura registrada: Moche. Fecha del objeto: 650-850 CE. Material registrado: Cotton, camelid hair, and dye. Clasificación museográfica: Textiles-Woven. Dimensiones: H. 5 x W. 6 in. (12.7 x 15.2 cm).",Moche,,650-850 CE,Peru,bolso_textil,superficie_amplia,corpus_principal_superficie_amplia,superficie amplia o plana detectada: ['bag'],"Cotton, camelid hair, and dye",algodón; fibra de camélido,tejido,,,,,,,,,"Título oficial: Chuspa (coca bag). Cultura registrada: Moche. Fecha del objeto: 650-850 CE. Material registrado: Cotton, camelid hair, and dye. Clasificación museográfica: Textiles-Woven. Dimensiones: H. 5 x W. 6 in. (12.7 x 15.2 cm).",Dominio público / Open Access según metadata de The Met,parcial,sin_anotar,,aceptar,17,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['bag'] | material contiene fibras o soporte textil: ['cotton', 'camelid'] | título contiene términos textiles: ['bag'] | evidencia cultural/geográfica andina: ['peru', 'moche']",2026-06-15,
MET-313148,313148,met,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/313148,https://images.metmuseum.org/CRDImages/ao/original/1979.206.950.1_a.JPG,https://images.metmuseum.org/CRDImages/ao/web-large/1979.206.950.1_a.JPG,outputs/samples/met_textiles_pilot_clean/met_textil_313148.jpg,Weaving Basket,Objeto textil,"Título oficial: Weaving Basket. Cultura registrada: Chancay. Fecha del objeto: 12th–14th century. Material registrado: Cane, shell, bone, fiber, camelid hair, wood, pigment, metal, stone. Clasificación museográfica: Textiles-Implements. Dimensiones: H. 22 1/2 x W. 7 1/2 x D. 4 5/8 in. (57.2 x 19.1 x 11.8 cm).",Chancay,,12th–14th century,Peru,objeto_textil,revision_morfologica,revision_morfologica,no se detectó con claridad si el objeto tiene superficie amplia o formato estrecho,"Cane, shell, bone, fiber, camelid hair, wood, pigment, metal, stone",fibra de camélido; fibra textil,tejido,,,,,,,,,"Título oficial: Weaving Basket. Cultura registrada: Chancay. Fecha del objeto: 12th–14th century. Material registrado: Cane, shell, bone, fiber, camelid hair, wood, pigment, metal, stone. Clasificación museográfica: Textiles-Implements. Dimensiones: H. 22 1/2 x W. 7 1/2 x D. 4 5/8 in. (57.2 x 19.1 x 11.8 cm).",Dominio público / Open Access según metadata de The Met,parcial,sin_anotar,,aceptar,13,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['weaving'] | material contiene fibras o soporte textil: ['camelid', 'fiber'] | título contiene términos textiles: ['weaving'] | evidencia cultural/geográfica andina: ['peru', 'chancay'] | material sugiere objeto no textil: ['metal', 'stone', 'wood', 'bone', 'shell']",2026-06-15,
MET-308024,308024,met,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/308024,https://images.metmuseum.org/CRDImages/ao/original/DP-26535-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-26535-001.jpg,outputs/samples/met_textiles_pilot_clean/met_textil_308024.jpg,Embroidered bag with fringe,Bolsa textil,Título oficial: Embroidered bag with fringe. Cultura registrada: Nasca. Fecha del objeto: 7th century. Material registrado: Camelid hair. Clasificación museográfica: Textiles-Woven. Dimensiones: W. 8 3/8 × L. 16 1/2 in. (21.26 × 41.91 cm).,Nasca,,7th century,Peru,bolso_textil,superficie_amplia,corpus_principal_superficie_amplia,superficie amplia o plana detectada: ['bag'],Camelid hair,fibra de camélido,bordado; tejido,,,,,,,,,Título oficial: Embroidered bag with fringe. Cultura registrada: Nasca. Fecha del objeto: 7th century. Material registrado: Camelid hair. Clasificación museográfica: Textiles-Woven. Dimensiones: W. 8 3/8 × L. 16 1/2 in. (21.26 × 41.91 cm).,Dominio público / Open Access según metadata de The Met,parcial,sin_anotar,,aceptar,17,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['bag'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['embroidered', 'bag'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",2026-06-15,
MET-308022,308022,met,The Metropolitan Museum of Art,https://www.metmuseum.org/art/collection/search/308022,https://images.metmuseum.org/CRDImages/ao/original/DP-26534-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-26534-001.jpg,outputs/samples/met_textiles_pilot_clean/met_textil_308022.jpg,Embroidered bag with fringe,Bolsa textil,Título oficial: Embroidered bag with fringe. Cultura registrada: Nasca. Fecha del objeto: 7th century. Material registrado: Camelid hair. Clasificación museográfica: Textiles-Woven. Dimensiones: W. 7 1/4 x D.12 1/2 in. (18.42 x 31.75 cm).,Nasca,,7th century,Peru,bolso_textil,superficie_amplia,corpus_principal_superficie_amplia,superficie amplia o plana detectada: ['bag'],Camelid hair,fibra de camélido,bordado; tejido,,,,,,,,,Título oficial: Embroidered bag with fringe. Cultura registrada: Nasca. Fecha del objeto: 7th century. Material registrado: Camelid hair. Clasificación museográfica: Textiles-Woven. Dimensiones: W. 7 1/4 x D.12 1/2 in. (18.42 x 31.75 cm).,Dominio público / Open Access según metadata de The Met,parcial,sin_anotar,,aceptar,17,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['bag'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['embroidered', 'bag'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",2026-06-15,
