fuente,id_objeto,numero_acceso,titulo_original,cultura,periodo,clasificacion_original,nombre_objeto_original,tecnica_original,material_original,descripcion_original,url_objeto,url_imagen,terminos_andinos_auto,terminos_textiles_auto,decision_sugerida,decision_auditoria,motivo_auditoria,observacion_auditoria,incluir_en_corpus,subconjunto_corpus,calidad_visual,tipo_objeto_manual,cultura_manual,periodo_manual,notas_iconograficas,notas_tecnicas,revisor,fecha_revision
Cleveland Museum of Art,104246,1922.396,Three Fragments of a Border,"Peru, Central Coast, Chancay, 12th-15th century",c. 1100–1400,Textile,Textile,"tabby with inset border of fancy twill, brocaded; cotton and wool",,,https://clevelandart.org/art/1922.396,https://openaccess-cdn.clevelandart.org/1922.396/1922.396_web.jpg,chancay; peru,cotton; textile; wool,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,104247,1922.396.a,Three Fragments of a Border,"Peru, Central Coast, Chancay, 12th-15th century",c. 1100–1400,Textile,Textile,"tabby with inset border of fancy twill, brocaded; cotton and wool",,,https://clevelandart.org/art/1922.396.a,https://openaccess-cdn.clevelandart.org/1922.396.a/1922.396.a_web.jpg,chancay; peru,cotton; textile; wool,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,104248,1922.396.b,Three Fragments of a Border,"Peru, Central Coast, Chancay, 12th-15th century",c. 1100–1400,Textile,Textile,"tabby with inset border of fancy twill, brocaded; cotton and wool",,,https://clevelandart.org/art/1922.396.b,https://openaccess-cdn.clevelandart.org/1922.396.b/1922.396.b_web.jpg,chancay; peru,cotton; textile; wool,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,104249,1922.396.c,Three Fragments of a Border,"Peru, Central Coast, Chancay, 12th-15th century",c. 1100–1400,Textile,Textile,"tabby with inset border of fancy twill, brocaded; cotton and wool",,,https://clevelandart.org/art/1922.396.c,https://openaccess-cdn.clevelandart.org/1922.396.c/1922.396.c_web.jpg,chancay; peru,cotton; textile; wool,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,104390,1922.517,Fragment from a Mantle,"Peru, North Coast, Chimú Culture, 12th-15th century",c. 1100–1400,Textile,Textile,"tabby, brocaded; border: single-face pattern weave (fancy twill); cotton and wool",,,https://clevelandart.org/art/1922.517,https://openaccess-cdn.clevelandart.org/1922.517/1922.517_web.jpg,north coast; peru,cotton; mantle; textile; wool,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,108026,1925.654,Fragment,"Peru, Central Coast, Chancay, 12th-15th century",c. 1100–1400,Textile,Textile,"tabby, brocaded; cotton",,,https://clevelandart.org/art/1925.654,https://openaccess-cdn.clevelandart.org/1925.654/1925.654_web.jpg,chancay; peru,cotton; textile,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,108033,1925.660,Unfinished Cloth,"Peru, Central Coast, Chancay, Pachacamac, 12th-15th century",c. 1100–1400,Textile,Textile,tapestry weave; cotton and wool,,,https://clevelandart.org/art/1925.660,https://openaccess-cdn.clevelandart.org/1925.660/1925.660_web.jpg,chancay; peru,cloth; cotton; textile; wool,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,108034,1925.661,Fragment of a Double Cloth,"Peru, Central Coast, Chancay, 12th-15th century",c. 1100–1400,Textile,Textile,"tabby weave, double cloth; cotton",,,https://clevelandart.org/art/1925.661,https://openaccess-cdn.clevelandart.org/1925.661/1925.661_web.jpg,chancay; peru,cloth; cotton; textile,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,108038,1925.665,Large Cloth,"Peru, North Coast, Chimú Culture, 12th-15th century",c. 1100–1400,Textile,Textile,plain cloth with overlaid tapestry-like decoration; cotton and wool,,,https://clevelandart.org/art/1925.665,https://openaccess-cdn.clevelandart.org/1925.665/1925.665_web.jpg,north coast; peru,cloth; cotton; textile; wool,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,108042,1925.667,Tapestry-woven Yoke from a Tunic,"Central Andes, North Central Coast, Moche-Wari Style",800–1200?,Textile,Textile,"camelid fiber and cotton, tapestry weave",,"This fragment comes from the upper area of a tunic, with thick embroidery defining remnants of the neck opening. In the rectangular area on the chest are two similar long-tailed creatures rendered in a highly geometric style. Each is rotated 90 degrees, so their tails are parallel to the bottom edge. The cloven hooves on their upper legs may identify the creatures as deer or Andean camelids, such as llamas or alpacas.",https://clevelandart.org/art/1925.667,https://openaccess-cdn.clevelandart.org/1925.667/1925.667_web.jpg,andean; andes; moche; wari,camelid; cotton; fiber; textile; tunic; woven,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,108043,1925.668,Tunic (Shirt) with Tapestry-woven Yoke,"Central Andes, Northern Central Coast",650–850,Textile,Textile,"camelid fiber and cotton; tapestry-weave yoke and chest plaque, plain-weave body",,"Likely an item of men’s wear, this tunic exhibits a variety of motifs. The upper panels feature an especially pronounced triangular pattern. The rectangle at the center of the chest displays a repeated frontal figure that stands out for its relatively large size and more rounded style. The surrounding elements are more right-angled, including the small figures in flanking positions and the birds in the borders.",https://clevelandart.org/art/1925.668,https://openaccess-cdn.clevelandart.org/1925.668/1925.668_web.jpg,andes,camelid; cotton; fiber; shirt; textile; tunic; woven,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,108044,1925.669,Textile Bag,"Peru, Central Coast, Chancay, Pachacamac, 12th-15th century",c. 1100–1400,Textile,Textile,"tabby weave, warp patterned; wool",,,https://clevelandart.org/art/1925.669,https://openaccess-cdn.clevelandart.org/1925.669/1925.669_web.jpg,chancay; peru,textile; wool,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,114131,1933.392,Fish-Shaped Applique,"Central Andes, Central Coast, Ychsma (Pachacamac) people",1400–1532,Textile,Textile,"cotton and camelid fiber, tapestry weave with areas of eccentric weft floats",,"This fish-shaped textile was originally stitched with others like it to a mantle, a shawl-like garment that was a staple of Andean clothing. Its partial “X-ray view,” which emphasizes the bony spine, is unique to the style of the Ychsma (<strong><em>yeach</em></strong><em>-mah</em>), who lived on Peru’s central coast. In addition to referencing sources of food, marine subjects may also carry religious associations, as some coastal peoples of the period regarded the sea as a deity.",https://clevelandart.org/art/1933.392,https://openaccess-cdn.clevelandart.org/1933.392/1933.392_web.jpg,andean; andes; peru,camelid; cotton; fiber; garment; mantle; textile,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,114132,1933.393,Tie-Dyed Fragment,"Peru, South Coast, Wari Culture, Middle Horizon, 8th-12th Century",c. 700–1100 A.D.,Textile,Textile,"discontinuous warp and weft, tie-dyed; wool",,,https://clevelandart.org/art/1933.393,https://openaccess-cdn.clevelandart.org/1933.393/1933.393_web.jpg,peru; south coast; wari,textile; wool,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,119652,1940.494,Painted Wrapping for Mummy,"Peru, Central Coast, Chancay, 12th-15th century",c.1100–1400 A.D.,Textile,Textile,"plain cloth, painted; cotton",,,https://clevelandart.org/art/1940.494,https://openaccess-cdn.clevelandart.org/1940.494/1940.494_web.jpg,chancay; peru,cloth; cotton; textile,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,119655,1940.497,Fragmentary Mantle,"Peru, South Coast, Ica Valley ?, Inca Culture, 15th-16th century",c. 1400–1532,Textile,Textile,"tapestry and fancy twill, brocaded; twill",,,https://clevelandart.org/art/1940.497,https://openaccess-cdn.clevelandart.org/1940.497/1940.497_web.jpg,inca; peru; south coast,mantle; textile,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,119656,1940.498,Dress,"Peru, South Highlands or South Coast, Chuquibamba style, 12th-16th century",c. 1100–1532,Textile,Textile,camelid fiber; tapestry and complementary-weft weave,,,https://clevelandart.org/art/1940.498,https://openaccess-cdn.clevelandart.org/1940.498/1940.498_web.jpg,peru; south coast,camelid; fiber; textile,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,119675,1940.514,Tunic,"Peru, South Coast, Ica Valley, Ocucaje site?, Paracas people",400–200 BCE,Textile,Textile,looped camelid fiber,,"The striking, large-scale figure shown on this tunic has an elaborate, monkey-like tail as well as head appendages that mark the creature as supernatural. This tunic, a relatively rare type, was made not on a loom but rather by working the yarns into loops with a needle. It is made entirely with camelid fiber, which can readily be dyed in a range of vivid colors. The fiber comes from one of the four camels (camelids) native to the Andes Mountains—the alpaca and llama, both domesticated, and the wild guanaco and vicuña. On the coast, it represents a prestige import.",https://clevelandart.org/art/1940.514,https://openaccess-cdn.clevelandart.org/1940.514/1940.514_web.jpg,andes; paracas; peru; south coast,camelid; fiber; textile; tunic,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,119676,1940.515,Mantle,"Peru, South Coast, Paracas",c. 600–400 BCE,Textile,Textile,embroidery on wool ground,,,https://clevelandart.org/art/1940.515,https://openaccess-cdn.clevelandart.org/1940.515/1940.515_web.jpg,paracas; peru; south coast,mantle; textile; wool,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,119677,1940.516,"Mummy Bundle ""Mask""","Peru, South Coast, Ica Valley, Ocucaje site, Paracas style",200–1 BCE,Textile,Textile,"cotton and pigment, plain weave",,"The Paracas people buried their dead in pear-shaped mummy bundles, created by carefully wrapping the seated human body in layers of garments and other textiles. Sometimes a painted cloth was placed on the outer layer at the top of the bundle, as though it served as the bundle’s face, head, or “mask.” Some cloths were painted with masklike faces, although others—such as this example—feature complete figures, which may be mythological beings with supernatural appendages.",https://clevelandart.org/art/1940.516,https://openaccess-cdn.clevelandart.org/1940.516/1940.516_web.jpg,paracas; peru; south coast,cloth; cotton; textile,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,119678,1940.517,"Mummy Bundle ""Mask""","Peru, South Coast, Ica Valley, Ocucaje site, Paracas style",200 BCE–1 CE,Textile,Textile,"plain warp-faced cloth, painted",,"The Paracas people buried their dead in pear-shaped mummy bundles, created by carefully wrapping the seated human body in layers of garments and other textiles. Sometimes a painted cloth was placed on the outer layer at the top of the bundle, as though it served as the bundle’s face, head, or “mask.” Some cloths were painted with masklike faces, although others—such as this example—feature complete figures, which may be mythological beings with supernatural appendages.",https://clevelandart.org/art/1940.517,https://openaccess-cdn.clevelandart.org/1940.517/1940.517_web.jpg,paracas; peru; south coast,cloth; textile,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,119679,1940.518,"Mummy Bundle ""Mask""","Peru, South Coast, Ica Valley, Ocucaje site, Paracas style (700 BCE–1 CE)",200 BCE–1 CE,Textile,Textile,"warp-faced cloth, painted: cotton",,"The Paracas people of Peru's South Coast buried their dead in pear-shaped mummy bundles made of a seated human body carefully wrapped in garments and other textiles. Sometimes a painted cloth was placed at the top of the bundle, as though it served as the bundle's face, head, or ""mask."" The cloth was padded on the back so it curved outward like a face, and the tress-like yarns (unwoven warps) at the upper edge were arranged around a solid cotton disk that, in turn, was wrapped with a headband. Some cloths were painted with mask-like faces, and others with full figures, apparently mythical creatures.",https://clevelandart.org/art/1940.518,https://openaccess-cdn.clevelandart.org/1940.518/1940.518_web.jpg,paracas; peru; south coast,cloth; cotton; textile,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,119680,1940.519,"Mummy Bundle ""Mask""","Peru, South Coast, Ica Valley, Ocucaje site, Paracas style (700 BCE–1 CE)",200–1 BCE,Textile,Textile,"plain warp-faced cloth, painted: cotton",,"The Paracas people of Peru's South Coast buried their dead in pear-shaped mummy bundles made of a seated human body carefully wrapped in garments and other textiles. Sometimes a painted cloth was placed at the top of the bundle, as though it served as the bundle's face, head, or ""mask."" The cloth was padded on the back so it curved outward like a face, and the tress-like yarns (unwoven warps) at the upper edge were arranged around a solid cotton disk that, in turn, was wrapped with a headband. Some cloths were painted with mask-like faces, and others with full figures, apparently mythical creatures.",https://clevelandart.org/art/1940.519,https://openaccess-cdn.clevelandart.org/1940.519/1940.519_web.jpg,paracas; peru; south coast,cloth; cotton; textile,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,119682,1940.520,"Mummy Bundle ""Mask""","Peru, South Coast, Ica Valley, Ocucaje site, Paracas style",200–1 BCE,Textile,Textile,"cotton: plain warp-faced cloth, painted",,"The Paracas people buried their dead in pear-shaped mummy bundles, created by carefully wrapping the seated human body in layers of garments and other textiles. Sometimes a painted cloth was placed on the outer layer at the top of the bundle, as though it served as the bundle’s face, head, or “mask.” Some cloths were painted with masklike faces, although others—such as this example—feature complete figures, which may be mythological beings with supernatural appendages.",https://clevelandart.org/art/1940.520,https://openaccess-cdn.clevelandart.org/1940.520/1940.520_web.jpg,paracas; peru; south coast,cloth; cotton; textile,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,119683,1940.521,"Mummy Bundle ""Mask""","Peru, South Coast, Ica Valley, Ocucaje site, Paracas style (700 BCE–1 CE)",400–200 BCE,Textile,Textile,"cotton and pigment, plain weave",,"The Paracas people buried their dead in bundles that they created by carefully wrapping the seated human body in layers of garments and other textiles. In some cases, they placed a painted <br>cloth—such as these examples—on the outer layer and at the top of the bundle. The hair-like <br>yarns (unwoven warps) were arranged around a solid cotton disk that was sometimes wrapped <br>with a headband. The cloths, then, seem to have functioned as the bundle’s head, even though <br>some are painted not with faces but with complete figures whose supernatural character is marked by the appendages streaming from their bodies.",https://clevelandart.org/art/1940.521,https://openaccess-cdn.clevelandart.org/1940.521/1940.521_web.jpg,paracas; peru; south coast,cloth; cotton; textile,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,119684,1940.522,"Mummy Bundle ""Mask""","Peru, South Coast, Ica Valley, Ocucaje site, Paracas style (700 BCE–1 CE)","170 BCE–70 CE (radiocarbon date, 95% probability)",Textile,Textile,"plain warp-faced cloth, painted: cotton",,"The Paracas people of Peru's South Coast buried their dead in pear-shaped mummy bundles made of a seated human body carefully wrapped in garments and other textiles. Sometimes a painted cloth was placed at the top of the bundle, as though it served as the bundle's face, head, or ""mask."" The cloth was padded on the back so it curved outward like a face, and the tress-like yarns (unwoven warps) at the upper edge were arranged around a solid cotton disk that, in turn, was wrapped with a headband. Some cloths were painted with mask-like faces, and others with full figures, apparently mythical creatures.",https://clevelandart.org/art/1940.522,https://openaccess-cdn.clevelandart.org/1940.522/1940.522_web.jpg,paracas; peru; south coast,cloth; cotton; textile,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,119685,1940.523,"Mummy Bundle ""Mask""","Peru, South Coast, Ica Valley, Ocucaje site, Paracas style (700 BCE–1 CE)",400–200 BCE,Textile,Textile,Cotton and pigment; plain weave,,"The Paracas people buried their dead in bundles that they created by carefully wrapping the seated human body in layers of garments and other textiles. In some cases, they placed a painted <br>cloth—such as these examples—on the outer layer and at the top of the bundle. The hair-like <br>yarns (unwoven warps) were arranged around a solid cotton disk that was sometimes wrapped <br>with a headband. The cloths, then, seem to have functioned as the bundle’s head, even though <br>some are painted not with faces but with complete figures whose supernatural character is marked by the appendages streaming from their bodies.",https://clevelandart.org/art/1940.523,https://openaccess-cdn.clevelandart.org/1940.523/1940.523_web.jpg,paracas; peru; south coast,cloth; cotton; textile,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,119686,1940.524,"Mummy Bundle ""Mask""","Peru, South Coast, Ica Valley, Ocucaje site, Paracas style (700 BCE–1 CE)",400–200 BCE,Textile,Textile,"cotton and pigment, plain weave",,"The Paracas people buried their dead in bundles that they created by carefully wrapping the seated human body in layers of garments and other textiles. In some cases, they placed a painted <br>cloth—such as these examples—on the outer layer and at the top of the bundle. The hair-like <br>yarns (unwoven warps) were arranged around a solid cotton disk that was sometimes wrapped <br>with a headband. The cloths, then, seem to have functioned as the bundle’s head, even though <br>some are painted not with faces but with complete figures whose supernatural character is marked by the appendages streaming from their bodies.",https://clevelandart.org/art/1940.524,https://openaccess-cdn.clevelandart.org/1940.524/1940.524_web.jpg,paracas; peru; south coast,cloth; cotton; textile,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,119687,1940.525,"Mummy Bundle ""Mask""","Peru, South Coast, Ica Valley, Ocucaje site, Paracas style (700 BCE–1 CE)",200–1 BCE,Textile,Textile,"plain warp-faced cloth, painted: cotton",,"The Paracas people of Peru's South Coast buried their dead in pear-shaped mummy bundles made of a seated human body carefully wrapped in garments and other textiles. Sometimes a painted cloth was placed at the top of the bundle, as though it served as the bundle's face, head, or ""mask."" The cloth was padded on the back so it curved outward like a face, and the tress-like yarns (unwoven warps) at the upper edge were arranged around a solid cotton disk that, in turn, was wrapped with a headband. Some cloths were painted with mask-like faces, and others with full figures, apparently mythical creatures.",https://clevelandart.org/art/1940.525,https://openaccess-cdn.clevelandart.org/1940.525/1940.525_web.jpg,paracas; peru; south coast,cloth; cotton; textile,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,119688,1940.526,"Mummy Bundle ""Mask""","Peru, South Coast, Ica Valley, Ocucaje site, Paracas style (700 BCE–1 CE)",200–1 BCE,Textile,Textile,"plain warp-faced cloth, painted: cotton",,"The Paracas people of Peru's south coast buried their dead in pear-shaped mummy bundles made of a seated human body carefully wrapped in garments and other textiles. Sometimes a painted cloth was placed at the top of the bundle, as if serving as the bundle's face, head, or ""mask."" The cloth was padded on the back so it curved outward like a face, and the tress-like yarns (unwoven warps) at the upper edge were arranged around a solid cotton disk that, in turn, was wrapped with a headband. Some cloths were painted with mask-like faces, and others with full figures, apparently mythical creatures.",https://clevelandart.org/art/1940.526,https://openaccess-cdn.clevelandart.org/1940.526/1940.526_web.jpg,paracas; peru; south coast,cloth; cotton; textile,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,119689,1940.527,"Mummy Bundle ""Mask""","Peru, South Coast, Ica Valley, Ocucaje site, Paracas style (700 BCE–1 CE)",400–200 BCE,Textile,Textile,Cotton and pigment; plain weave,,"The Paracas people buried their dead in bundles that they created by carefully wrapping the seated human body in layers of garments and other textiles. In some cases, they placed a painted <br>cloth—such as these examples—on the outer layer and at the top of the bundle. The hair-like <br>yarns (unwoven warps) were arranged around a solid cotton disk that was sometimes wrapped <br>with a headband. The cloths, then, seem to have functioned as the bundle’s head, even though <br>some are painted not with faces but with complete figures whose supernatural character is marked by the appendages streaming from their bodies.",https://clevelandart.org/art/1940.527,https://openaccess-cdn.clevelandart.org/1940.527/1940.527_web.jpg,paracas; peru; south coast,cloth; cotton; textile,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,119690,1940.528,Fragment of Embroidered Cloth,"Peru, South Coast, Paracas, Late Period",c. 300–100 BCE,Textile,Textile,embroidery on plain wool ground,,"The repetition of a nonmythical figure, in this case a warrior holding spears and a trophy head, was one of the important innovations of Paracas textile design during the Late Paracas period. The trophy head cult was an essential aspect of crop fertility and was, therefore, a focal point of Paracas art in general.",https://clevelandart.org/art/1940.528,https://openaccess-cdn.clevelandart.org/1940.528/1940.528_web.jpg,paracas; peru; south coast,cloth; textile; wool,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,119693,1940.530,Cloth with Procession of Figures,"Central Andes, South Coast, Nasca people","170 BCE–70 CE (radiocarbon date, 95% probability)",Textile,Textile,cotton and pigment (field); camelid fiber (borders and fringe),,"Experts agree that this cloth is one of the greatest paintings to survive from Andean antiquity due to the realism, complexity, large size, and refined execution of its figures. All but one of the figures wear the whiskered mouth mask of Nasca supernatural beings and several carry or wear severed human heads, which the Nasca linked to nature’s fruitfulness. Thus, the figures seem to represent supernatural forces or humans personifying such forces during a ritual devoted to agricultural fertility. Originally, the panel was attached along its upper edge to a dark blue cloth of equal size. The complete textile may have served as a mantle (a shawl-like garment), a hanging, or a funerary offering.",https://clevelandart.org/art/1940.530,https://openaccess-cdn.clevelandart.org/1940.530/1940.530_web.jpg,andean; andes; nasca; south coast,camelid; cloth; cotton; fiber; garment; mantle; textile,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,124413,1945.379,Mantle Corner Fragment,"Peru, South Coast, Wari Culture, Middle Horizon, 8th-11th Century",700–1100 A.D.,Textile,Textile,cotton and camelid fiber; plain weave with supplementary weft (brocade),,,https://clevelandart.org/art/1945.379,https://openaccess-cdn.clevelandart.org/1945.379/1945.379_web.jpg,peru; south coast; wari,camelid; cotton; fiber; mantle; textile,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,124739,1946.226,Mantle,"Peru, South Coast, Paracas (Cavernas) style",c. 300 BCE–200 CE,Textile,Textile,camelid fiber: plain weave with embroidery,,"Buried in shaft-tombs, or rectangular sunken chambers, the Paracas dead were wrapped in layers of cloth and accompanied by pottery, food, and other offerings. The dry environment of the Paracas Peninsula helped preserve many of these textiles, including richly ornamented garments buried with important individuals. This mantle, probably worn like a cloak, relates closely to the tunic (CMA 1946.227) and long headband (CMA 1946.228) due to their shared imagery. Its double-headed bird motifs— embroidered in vivid red, blue, yellow, and green yarns—likely had symbolic significance, although the specific meaning remains unknown.",https://clevelandart.org/art/1946.226,https://openaccess-cdn.clevelandart.org/1946.226/1946.226_web.jpg,paracas; peru; south coast,camelid; cloth; fiber; mantle; textile; tunic,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,124740,1946.227,Tunic,"Peru, South Coast, Paracas (Cavernas) style",c. 300 BCE–200 CE,Textile,Textile,Alpaca wool: plain weave with embroidery and warp substitution,,"Brightly dyed wool yarns found in many ancient Peruvian textiles come mainly from alpacas that were domesticated and selectively bred to produce long, soft, lustrous fiber. The finely spun yarns in a broad range of colors as seen on this tunic—well preserved after approximately 2,000 years of burial—attest to the Paracas people’s considerable artistry. A double-headed bird motif appears multiple times throughout the tunic’s design.",https://clevelandart.org/art/1946.227,https://openaccess-cdn.clevelandart.org/1946.227/1946.227_web.jpg,paracas; peru; peruvian; south coast,fiber; textile; tunic; wool,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
Cleveland Museum of Art,124741,1946.228,Turban Band (Llauto),"Peru, South Coast, Paracas, Late Period",c. 300–100 BCE,Textile,Textile,wool and cotton: needle reseau (netting),,"Repeated along the length of this headband is a double-headed bird motif, in which the two heads are seen in profile and joined to a frontal body with outstretched wings. This design also appears in the tunic (1946.227) and mantle (1946.226). These three textiles may have formed a matched set that a socially prominent Paracas man would have worn as an ensemble.",https://clevelandart.org/art/1946.228,https://openaccess-cdn.clevelandart.org/1946.228/1946.228_web.jpg,paracas; peru; south coast,cotton; mantle; textile; tunic; wool,revisar_candidato,aceptar_principal,,,si,principal,,,,,,,,
