id_registro,id_objeto,titulo_original,cultura,periodo,procedencia,tipo_objeto,tipo_superficie,corpus_analisis,material,material_normalizado,tecnica,descripcion,url,imagen_url,imagen_url_miniatura,color_dominante,colores,contraste,densidad_visual,motivos,familia_iconografica,simetria,composicion,estado_anotacion,observaciones_anotacion,fuente,institucion,imagen_local,titulo_es_sugerido,descripcion_oficial,fecha_objeto,motivo_superficie,licencia,estado_metadata,observaciones,decision_filtro,puntaje_filtro,motivo_filtrado,fecha_descarga,fecha_anotacion,posible_duplicado_suave
MET-320804,320804,Hanging (?) Fragment,Peruvian,,Peru,tapiz_textil,superficie_amplia,corpus_principal_superficie_amplia,"Camelid hair, cotton",algodón; fibra de camélido,tejido,"Título oficial: Hanging (?) Fragment. Cultura registrada: Peruvian. Fecha del objeto: late 16th–17th century. Material registrado: Camelid hair, cotton. Clasificación museográfica: Textiles-Woven. Dimensiones: H. 48 x W. 23 in. (121.9 x 58.4 cm).",https://www.metmuseum.org/art/collection/search/320804,https://images.metmuseum.org/CRDImages/ao/original/TR.489.2010_a.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/TR.489.2010_a.jpg,,,,,,,,,pendiente,,met,The Metropolitan Museum of Art,outputs/samples/met_textiles_pilot_clean/met_textil_320804.jpg,Fragmento textil,"Título oficial: Hanging (?) Fragment. Cultura registrada: Peruvian. Fecha del objeto: late 16th–17th century. Material registrado: Camelid hair, cotton. Clasificación museográfica: Textiles-Woven. Dimensiones: H. 48 x W. 23 in. (121.9 x 58.4 cm).",late 16th–17th century,"superficie amplia o composición visual útil detectada: ['hanging', 'tapestry']",Dominio público / Open Access según metadata de The Met,parcial,,aceptar,15,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['tapestry'] | material contiene fibras o soporte textil: ['cotton', 'camelid'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'peruvian']",2026-06-15,,False
MET-315786,315786,Shirt,Moche,,Peru; Huarmey Valley(?),tunica,superficie_amplia,corpus_principal_superficie_amplia,"Camelid hair, cotton",algodón; fibra de camélido,tejido,"Título oficial: Shirt. Cultura registrada: Moche. Fecha del objeto: 500–850 CE. Material registrado: Camelid hair, cotton. Clasificación museográfica: Textiles-Woven. Dimensiones: H. 34 1/4 x W. 58 in. (87 x 147.3 cm).",https://www.metmuseum.org/art/collection/search/315786,https://images.metmuseum.org/CRDImages/ao/original/DT1269.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DT1269.jpg,,,,,,,,,pendiente,,met,The Metropolitan Museum of Art,outputs/samples/met_textiles_pilot_clean/met_textil_315786.jpg,Objeto textil,"Título oficial: Shirt. Cultura registrada: Moche. Fecha del objeto: 500–850 CE. Material registrado: Camelid hair, cotton. Clasificación museográfica: Textiles-Woven. Dimensiones: H. 34 1/4 x W. 58 in. (87 x 147.3 cm).",500–850 CE,superficie amplia o composición visual útil detectada: ['shirt'],Dominio público / Open Access según metadata de The Met,parcial,,aceptar,17,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['shirt'] | material contiene fibras o soporte textil: ['cotton', 'camelid'] | título contiene términos textiles: ['shirt'] | evidencia cultural/geográfica andina: ['peru', 'moche']",2026-06-15,,False
MET-308120,308120,Tunic,Inca,,Peru,tunica,superficie_amplia,corpus_principal_superficie_amplia,"Camelid hair, cotton",algodón; fibra de camélido,tejido,"Título oficial: Tunic. Cultura registrada: Inca. Fecha del objeto: 1460–1540. Material registrado: Camelid hair, cotton. Clasificación museográfica: Textiles-Woven. Dimensiones: W. 29 3/4 in. × H. 37 in. (75.6 × 94 cm).",https://www.metmuseum.org/art/collection/search/308120,https://images.metmuseum.org/CRDImages/ao/original/DP-26536-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-26536-001.jpg,,,,,,,,,pendiente,,met,The Metropolitan Museum of Art,outputs/samples/met_textiles_pilot_clean/met_textil_308120.jpg,Túnica textil,"Título oficial: Tunic. Cultura registrada: Inca. Fecha del objeto: 1460–1540. Material registrado: Camelid hair, cotton. Clasificación museográfica: Textiles-Woven. Dimensiones: W. 29 3/4 in. × H. 37 in. (75.6 × 94 cm).",1460–1540,superficie amplia o composición visual útil detectada: ['tunic'],Dominio público / Open Access según metadata de The Met,parcial,,aceptar,17,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['tunic'] | material contiene fibras o soporte textil: ['cotton', 'camelid'] | título contiene términos textiles: ['tunic'] | evidencia cultural/geográfica andina: ['peru', 'inca']",2026-06-15,,False
MET-675980,675980,Tunic,Wari,,Andean region,tunica,superficie_amplia,corpus_principal_superficie_amplia,"Cotton, camelid hair",algodón; fibra de camélido,tejido,"Título oficial: Tunic. Cultura registrada: Wari. Fecha del objeto: 650–1000 CE. Material registrado: Cotton, camelid hair. Clasificación museográfica: Textiles-Woven. Dimensiones: L. 40 3/4 x W. 39 3/4 in. (103.5 x 101 cm) approximately.",https://www.metmuseum.org/art/collection/search/675980,https://images.metmuseum.org/CRDImages/ao/original/DP-21885-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-21885-001.jpg,,,,,,,,,pendiente,,met,The Metropolitan Museum of Art,outputs/samples/met_textiles_pilot_clean/met_textil_675980.jpg,Túnica textil,"Título oficial: Tunic. Cultura registrada: Wari. Fecha del objeto: 650–1000 CE. Material registrado: Cotton, camelid hair. Clasificación museográfica: Textiles-Woven. Dimensiones: L. 40 3/4 x W. 39 3/4 in. (103.5 x 101 cm) approximately.",650–1000 CE,superficie amplia o composición visual útil detectada: ['tunic'],Dominio público / Open Access según metadata de The Met,parcial,,aceptar,17,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['tunic'] | material contiene fibras o soporte textil: ['cotton', 'camelid'] | título contiene términos textiles: ['tunic'] | evidencia cultural/geográfica andina: ['andean', 'wari']",2026-06-15,,False
MET-319524,319524,Fragmentary Woman's Dress,Inca,,Peru,vestimenta_textil,superficie_amplia,corpus_principal_superficie_amplia,Camelid fiber,fibra de camélido; fibra textil,tejido,Título oficial: Fragmentary Woman's Dress. Cultura registrada: Inca. Fecha del objeto: 15th–early 16th century. Material registrado: Camelid fiber. Clasificación museográfica: Textiles-Woven. Dimensiones: H. 47 1/2  x  W. 33 in. (120.7 x 83.8 cm).,https://www.metmuseum.org/art/collection/search/319524,https://images.metmuseum.org/CRDImages/ao/original/2004.406_detail.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/2004.406_detail.jpg,,,,,,,,,pendiente,,met,The Metropolitan Museum of Art,outputs/samples/met_textiles_pilot_clean/met_textil_319524.jpg,Fragmento textil,Título oficial: Fragmentary Woman's Dress. Cultura registrada: Inca. Fecha del objeto: 15th–early 16th century. Material registrado: Camelid fiber. Clasificación museográfica: Textiles-Woven. Dimensiones: H. 47 1/2  x  W. 33 in. (120.7 x 83.8 cm).,15th–early 16th century,superficie amplia o composición visual útil detectada: ['dress'],Dominio público / Open Access según metadata de The Met,parcial,,aceptar,11,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid', 'fiber'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'inca']",2026-06-15,,False
MET-317736,317736,Woman's Dress,Chuquibamba,,Peru,vestimenta_textil,superficie_amplia,corpus_principal_superficie_amplia,Camelid hair,fibra de camélido,tejido,Título oficial: Woman's Dress. Cultura registrada: Chuquibamba. Fecha del objeto: 14th–early 16th century. Material registrado: Camelid hair. Clasificación museográfica: Textiles-Woven. Dimensiones: H. 51 1/2  x  W. 60 1/2 in. (130.8 x 153.7 cm).,https://www.metmuseum.org/art/collection/search/317736,https://images.metmuseum.org/CRDImages/ao/original/DT1275.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DT1275.jpg,,,,,,,,,pendiente,,met,The Metropolitan Museum of Art,outputs/samples/met_textiles_pilot_clean/met_textil_317736.jpg,Objeto textil,Título oficial: Woman's Dress. Cultura registrada: Chuquibamba. Fecha del objeto: 14th–early 16th century. Material registrado: Camelid hair. Clasificación museográfica: Textiles-Woven. Dimensiones: H. 51 1/2  x  W. 60 1/2 in. (130.8 x 153.7 cm).,14th–early 16th century,superficie amplia o composición visual útil detectada: ['dress'],Dominio público / Open Access según metadata de The Met,parcial,,aceptar,10,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | evidencia cultural/geográfica andina: ['peru']",2026-06-15,,False
MET-320054,320054,Miniature tabard,Inca and Spanish,,Bolivia or Peru,tunica,superficie_amplia,corpus_principal_superficie_amplia,"Cotton, camelid hair, silk, metal",algodón; fibra de camélido,tejido,"Título oficial: Miniature tabard. Cultura registrada: Inca and Spanish. Fecha del objeto: 1600–1700. Material registrado: Cotton, camelid hair, silk, metal. Clasificación museográfica: Textiles-Woven. Dimensiones: H. 14 1/2 x W. 11 in. (36.8 x 27.9 cm).",https://www.metmuseum.org/art/collection/search/320054,https://images.metmuseum.org/CRDImages/ao/original/DP107700.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP107700.jpg,,,,,,,,,pendiente,,met,The Metropolitan Museum of Art,outputs/samples/met_textiles_pilot_clean/met_textil_320054.jpg,Objeto textil,"Título oficial: Miniature tabard. Cultura registrada: Inca and Spanish. Fecha del objeto: 1600–1700. Material registrado: Cotton, camelid hair, silk, metal. Clasificación museográfica: Textiles-Woven. Dimensiones: H. 14 1/2 x W. 11 in. (36.8 x 27.9 cm).",1600–1700,superficie amplia o composición visual útil detectada: ['tunic'],Dominio público / Open Access según metadata de The Met,parcial,,aceptar,10,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['tunic'] | material contiene fibras o soporte textil: ['cotton', 'camelid'] | evidencia cultural/geográfica andina: ['peru', 'inca'] | material sugiere objeto no textil: ['metal']",2026-06-15,,False
MET-751900,751900,Votive checkerboard tunic,Inca,,"Argentina, Bolivia, Chile, or Peru",tunica,superficie_amplia,corpus_principal_superficie_amplia,Camelid fiber,fibra de camélido; fibra textil,,Título oficial: Votive checkerboard tunic. Cultura registrada: Inca. Fecha del objeto: 1460–1626. Material registrado: Camelid fiber. Clasificación museográfica: Textiles-Costumes. Dimensiones: H. 20 5/8 × W. 16 1/2 in. (52.4 × 41.9 cm).,https://www.metmuseum.org/art/collection/search/751900,https://images.metmuseum.org/CRDImages/ao/original/DP-14285-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-14285-001.jpg,,,,,,,,,pendiente,,met,The Metropolitan Museum of Art,outputs/samples/met_textiles_pilot_clean/met_textil_751900.jpg,Túnica textil,Título oficial: Votive checkerboard tunic. Cultura registrada: Inca. Fecha del objeto: 1460–1626. Material registrado: Camelid fiber. Clasificación museográfica: Textiles-Costumes. Dimensiones: H. 20 5/8 × W. 16 1/2 in. (52.4 × 41.9 cm).,1460–1626,superficie amplia o composición visual útil detectada: ['tunic'],Dominio público / Open Access según metadata de The Met,parcial,,aceptar,17,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['tunic'] | material contiene fibras o soporte textil: ['camelid', 'fiber'] | título contiene términos textiles: ['tunic'] | evidencia cultural/geográfica andina: ['peru', 'inca']",2026-06-15,,False
MET-315700,315700,Embroidered bag with fringe,Nasca,,Peru,bolso_textil,superficie_amplia,corpus_principal_superficie_amplia,Camelid hair,fibra de camélido,bordado; tejido,Título oficial: Embroidered bag with fringe. Cultura registrada: Nasca. Fecha del objeto: 7th century. Material registrado: Camelid hair. Clasificación museográfica: Textiles-Woven. Dimensiones: W. 6 in. × D. 14 1/4 in. (15.2 × 36.2 cm).,https://www.metmuseum.org/art/collection/search/315700,https://images.metmuseum.org/CRDImages/ao/original/DP-26541-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-26541-001.jpg,,,,,,,,,pendiente,,met,The Metropolitan Museum of Art,outputs/samples/met_textiles_pilot_clean/met_textil_315700.jpg,Bolsa textil,Título oficial: Embroidered bag with fringe. Cultura registrada: Nasca. Fecha del objeto: 7th century. Material registrado: Camelid hair. Clasificación museográfica: Textiles-Woven. Dimensiones: W. 6 in. × D. 14 1/4 in. (15.2 × 36.2 cm).,7th century,superficie amplia o composición visual útil detectada: ['bag'],Dominio público / Open Access según metadata de The Met,parcial,,aceptar,17,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['bag'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['embroidered', 'bag'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",2026-06-15,,True
MET-313153,313153,Tunic with Felines,Chimú,,Peru,tunica,superficie_amplia,corpus_principal_superficie_amplia,"Cotton, camelid hair",algodón; fibra de camélido,tejido,"Título oficial: Tunic with Felines. Cultura registrada: Chimú. Fecha del objeto: 1450–1550. Material registrado: Cotton, camelid hair. Clasificación museográfica: Textiles-Woven. Dimensiones: H. 25 x  W. 70  in. (63.5 x 177.8 cm).",https://www.metmuseum.org/art/collection/search/313153,https://images.metmuseum.org/CRDImages/ao/original/DP-39316-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-39316-001.jpg,,,,,,,,,pendiente,,met,The Metropolitan Museum of Art,outputs/samples/met_textiles_pilot_clean/met_textil_313153.jpg,Túnica textil,"Título oficial: Tunic with Felines. Cultura registrada: Chimú. Fecha del objeto: 1450–1550. Material registrado: Cotton, camelid hair. Clasificación museográfica: Textiles-Woven. Dimensiones: H. 25 x  W. 70  in. (63.5 x 177.8 cm).",1450–1550,superficie amplia o composición visual útil detectada: ['tunic'],Dominio público / Open Access según metadata de The Met,parcial,,aceptar,17,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['tunic'] | material contiene fibras o soporte textil: ['cotton', 'camelid'] | título contiene términos textiles: ['tunic'] | evidencia cultural/geográfica andina: ['peru', 'chimú', 'chimu']",2026-06-15,,False
MET-314623,314623,Four-Cornered Hat,Wari,,Peru,sombrero_wari_iconografico,objeto_tridimensional_iconografico,corpus_principal_iconografia_wari,Camelid fiber,fibra de camélido; fibra textil,,Título oficial: Four-Cornered Hat. Cultura registrada: Wari. Fecha del objeto: 500–900 CE. Material registrado: Camelid fiber. Clasificación museográfica: Textiles-Costumes. Dimensiones: H. 4 7/8 x W. 6 7/8 in. (12.4 x 17.5 cm).,https://www.metmuseum.org/art/collection/search/314623,https://images.metmuseum.org/CRDImages/ao/original/DP-29604-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-29604-001.jpg,,,,,,,,,pendiente,,met,The Metropolitan Museum of Art,outputs/samples/met_textiles_pilot_clean/met_textil_314623.jpg,Objeto textil,Título oficial: Four-Cornered Hat. Cultura registrada: Wari. Fecha del objeto: 500–900 CE. Material registrado: Camelid fiber. Clasificación museográfica: Textiles-Costumes. Dimensiones: H. 4 7/8 x W. 6 7/8 in. (12.4 x 17.5 cm).,500–900 CE,"sombrero/cap Wari-Huari conservado por potencial iconográfico: ['hat', 'four-cornered hat']",Dominio público / Open Access según metadata de The Met,parcial,,aceptar,10,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid', 'fiber'] | evidencia cultural/geográfica andina: ['peru', 'wari']",2026-06-15,,False
MET-313152,313152,Tunic,Inca,,Peru,tunica,superficie_amplia,corpus_principal_superficie_amplia,Camelid hair,fibra de camélido,tejido,Título oficial: Tunic. Cultura registrada: Inca. Fecha del objeto: 1450–1550. Material registrado: Camelid hair. Clasificación museográfica: Textiles-Woven. Dimensiones: H. 22 x W. 34 in. (55.9 x 86.4 cm).,https://www.metmuseum.org/art/collection/search/313152,https://images.metmuseum.org/CRDImages/ao/original/DP244273.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP244273.jpg,,,,,,,,,pendiente,,met,The Metropolitan Museum of Art,outputs/samples/met_textiles_pilot_clean/met_textil_313152.jpg,Túnica textil,Título oficial: Tunic. Cultura registrada: Inca. Fecha del objeto: 1450–1550. Material registrado: Camelid hair. Clasificación museográfica: Textiles-Woven. Dimensiones: H. 22 x W. 34 in. (55.9 x 86.4 cm).,1450–1550,superficie amplia o composición visual útil detectada: ['tunic'],Dominio público / Open Access según metadata de The Met,parcial,,aceptar,17,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['tunic'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['tunic'] | evidencia cultural/geográfica andina: ['peru', 'inca']",2026-06-15,,False
MET-312615,312615,Tunic Fragment,Wari,,Peru,tunica,superficie_amplia,corpus_principal_superficie_amplia,"Camelid hair, cotton",algodón; fibra de camélido,tejido,"Título oficial: Tunic Fragment. Cultura registrada: Wari. Fecha del objeto: 7th–9th century. Material registrado: Camelid hair, cotton. Clasificación museográfica: Textiles-Woven. Dimensiones: H. 12 7/8  x  W. 21in. (32.7 x 53.3cm).",https://www.metmuseum.org/art/collection/search/312615,https://images.metmuseum.org/CRDImages/ao/original/TP412.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/TP412.jpg,,,,,,,,,pendiente,,met,The Metropolitan Museum of Art,outputs/samples/met_textiles_pilot_clean/met_textil_312615.jpg,Túnica textil,"Título oficial: Tunic Fragment. Cultura registrada: Wari. Fecha del objeto: 7th–9th century. Material registrado: Camelid hair, cotton. Clasificación museográfica: Textiles-Woven. Dimensiones: H. 12 7/8  x  W. 21in. (32.7 x 53.3cm).",7th–9th century,superficie amplia o composición visual útil detectada: ['tunic'],Dominio público / Open Access según metadata de The Met,parcial,,aceptar,18,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['tunic'] | material contiene fibras o soporte textil: ['cotton', 'camelid'] | título contiene términos textiles: ['tunic'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'wari']",2026-06-15,,False
MET-316906,316906,Tunic Fragment,Peruvian,,Peru,tunica,superficie_amplia,corpus_principal_superficie_amplia,"Cotton, camelid hair",algodón; fibra de camélido,tejido,"Título oficial: Tunic Fragment. Cultura registrada: Peruvian. Fecha del objeto: 7th–10th century. Material registrado: Cotton, camelid hair. Clasificación museográfica: Textiles-Woven. Dimensiones: Height 45-1/2 in..",https://www.metmuseum.org/art/collection/search/316906,https://images.metmuseum.org/CRDImages/ao/original/1994.35.81.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/1994.35.81.jpg,,,,,,,,,pendiente,,met,The Metropolitan Museum of Art,outputs/samples/met_textiles_pilot_clean/met_textil_316906.jpg,Túnica textil,"Título oficial: Tunic Fragment. Cultura registrada: Peruvian. Fecha del objeto: 7th–10th century. Material registrado: Cotton, camelid hair. Clasificación museográfica: Textiles-Woven. Dimensiones: Height 45-1/2 in..",7th–10th century,superficie amplia o composición visual útil detectada: ['tunic'],Dominio público / Open Access según metadata de The Met,parcial,,aceptar,18,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['tunic'] | material contiene fibras o soporte textil: ['cotton', 'camelid'] | título contiene términos textiles: ['tunic'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'peruvian']",2026-06-15,,False
MET-319574,319574,Tunic,Inca,,Peru,tunica,superficie_amplia,corpus_principal_superficie_amplia,Camelid fiber,fibra de camélido; fibra textil,tejido,Título oficial: Tunic. Cultura registrada: Inca. Fecha del objeto: 1400–1530. Material registrado: Camelid fiber. Clasificación museográfica: Textiles-Woven. Dimensiones: H. 33 x  W. 30 in. (83.8 x 76.2 cm).,https://www.metmuseum.org/art/collection/search/319574,https://images.metmuseum.org/CRDImages/ao/original/DP120795.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP120795.jpg,,,,,,,,,pendiente,,met,The Metropolitan Museum of Art,outputs/samples/met_textiles_pilot_clean/met_textil_319574.jpg,Túnica textil,Título oficial: Tunic. Cultura registrada: Inca. Fecha del objeto: 1400–1530. Material registrado: Camelid fiber. Clasificación museográfica: Textiles-Woven. Dimensiones: H. 33 x  W. 30 in. (83.8 x 76.2 cm).,1400–1530,superficie amplia o composición visual útil detectada: ['tunic'],Dominio público / Open Access según metadata de The Met,parcial,,aceptar,17,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['tunic'] | material contiene fibras o soporte textil: ['camelid', 'fiber'] | título contiene términos textiles: ['tunic'] | evidencia cultural/geográfica andina: ['peru', 'inca']",2026-06-15,,True
MET-316939,316939,Miniature Tunic,Inca,,Peru,tunica,superficie_amplia,corpus_principal_superficie_amplia,"Cotton, camelid hair",algodón; fibra de camélido,tejido,"Título oficial: Miniature Tunic. Cultura registrada: Inca. Fecha del objeto: 14th–early 16th century. Material registrado: Cotton, camelid hair. Clasificación museográfica: Textiles-Woven. Dimensiones: Height 4-1/2 in..",https://www.metmuseum.org/art/collection/search/316939,https://images.metmuseum.org/CRDImages/ao/original/DP-13440-003.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-13440-003.jpg,,,,,,,,,pendiente,,met,The Metropolitan Museum of Art,outputs/samples/met_textiles_pilot_clean/met_textil_316939.jpg,Túnica textil,"Título oficial: Miniature Tunic. Cultura registrada: Inca. Fecha del objeto: 14th–early 16th century. Material registrado: Cotton, camelid hair. Clasificación museográfica: Textiles-Woven. Dimensiones: Height 4-1/2 in..",14th–early 16th century,superficie amplia o composición visual útil detectada: ['tunic'],Dominio público / Open Access según metadata de The Met,parcial,,aceptar,17,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['tunic'] | material contiene fibras o soporte textil: ['cotton', 'camelid'] | título contiene términos textiles: ['tunic'] | evidencia cultural/geográfica andina: ['peru', 'inca']",2026-06-15,,False
MET-307991,307991,Tunic fragment,Wari,,Peru,tunica,superficie_amplia,corpus_principal_superficie_amplia,"Camelid hair, cotton",algodón; fibra de camélido,tejido,"Título oficial: Tunic fragment. Cultura registrada: Wari. Fecha del objeto: 650–1000 CE. Material registrado: Camelid hair, cotton. Clasificación museográfica: Textiles-Woven. Dimensiones: Overall: 20 7/8 x 27 1/4 in. (53.01 x 69.22 cm)
Other: 20 7/8 in. (53.01 cm).",https://www.metmuseum.org/art/collection/search/307991,https://images.metmuseum.org/CRDImages/ao/original/77991.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/77991.jpg,,,,,,,,,pendiente,,met,The Metropolitan Museum of Art,outputs/samples/met_textiles_pilot_clean/met_textil_307991.jpg,Túnica textil,"Título oficial: Tunic fragment. Cultura registrada: Wari. Fecha del objeto: 650–1000 CE. Material registrado: Camelid hair, cotton. Clasificación museográfica: Textiles-Woven. Dimensiones: Overall: 20 7/8 x 27 1/4 in. (53.01 x 69.22 cm)
Other: 20 7/8 in. (53.01 cm).",650–1000 CE,superficie amplia o composición visual útil detectada: ['tunic'],Dominio público / Open Access según metadata de The Met,parcial,,aceptar,18,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['tunic'] | material contiene fibras o soporte textil: ['cotton', 'camelid'] | título contiene términos textiles: ['tunic'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'wari']",2026-06-15,,False
MET-316913,316913,Chuspa (coca bag),Moche,,Peru,bolso_textil,superficie_amplia,corpus_principal_superficie_amplia,"Cotton, camelid hair, and dye",algodón; fibra de camélido,tejido,"Título oficial: Chuspa (coca bag). Cultura registrada: Moche. Fecha del objeto: 650-850 CE. Material registrado: Cotton, camelid hair, and dye. Clasificación museográfica: Textiles-Woven. Dimensiones: H. 5 x W. 6 in. (12.7 x 15.2 cm).",https://www.metmuseum.org/art/collection/search/316913,https://images.metmuseum.org/CRDImages/ao/original/DP-41567-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-41567-001.jpg,,,,,,,,,pendiente,,met,The Metropolitan Museum of Art,outputs/samples/met_textiles_pilot_clean/met_textil_316913.jpg,Bolsa textil,"Título oficial: Chuspa (coca bag). Cultura registrada: Moche. Fecha del objeto: 650-850 CE. Material registrado: Cotton, camelid hair, and dye. Clasificación museográfica: Textiles-Woven. Dimensiones: H. 5 x W. 6 in. (12.7 x 15.2 cm).",650-850 CE,superficie amplia o composición visual útil detectada: ['bag'],Dominio público / Open Access según metadata de The Met,parcial,,aceptar,17,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['bag'] | material contiene fibras o soporte textil: ['cotton', 'camelid'] | título contiene términos textiles: ['bag'] | evidencia cultural/geográfica andina: ['peru', 'moche']",2026-06-15,,False
MET-315690,315690,Bag,Inca,,Peru,bolso_textil,superficie_amplia,corpus_principal_superficie_amplia,"Camelid hair, cotton",algodón; fibra de camélido,tejido,"Título oficial: Bag. Cultura registrada: Inca. Fecha del objeto: 15th–16th century. Material registrado: Camelid hair, cotton. Clasificación museográfica: Textiles-Woven. Dimensiones: W. 8-1/4 in..",https://www.metmuseum.org/art/collection/search/315690,https://images.metmuseum.org/CRDImages/ao/original/DP18706_1987.394.642.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18706_1987.394.642.jpg,,,,,,,,,pendiente,,met,The Metropolitan Museum of Art,outputs/samples/met_textiles_pilot_clean/met_textil_315690.jpg,Bolsa textil,"Título oficial: Bag. Cultura registrada: Inca. Fecha del objeto: 15th–16th century. Material registrado: Camelid hair, cotton. Clasificación museográfica: Textiles-Woven. Dimensiones: W. 8-1/4 in..",15th–16th century,superficie amplia o composición visual útil detectada: ['bag'],Dominio público / Open Access según metadata de The Met,parcial,,aceptar,17,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['bag'] | material contiene fibras o soporte textil: ['cotton', 'camelid'] | título contiene términos textiles: ['bag'] | evidencia cultural/geográfica andina: ['peru', 'inca']",2026-06-15,,False
MET-307975,307975,Tunic with Confronting Catfish,Nasca-Wari,,Peru,tunica,superficie_amplia,corpus_principal_superficie_amplia,"Camelid hair, tapestry-weave",fibra de camélido,tapiz; tejido,"Título oficial: Tunic with Confronting Catfish. Cultura registrada: Nasca-Wari. Fecha del objeto: 800–850 CE. Material registrado: Camelid hair, tapestry-weave. Clasificación museográfica: Textiles-Woven. Dimensiones: H. 21 1/2 × W. 43 1/4 in. (54.6 × 109.9 cm).",https://www.metmuseum.org/art/collection/search/307975,https://images.metmuseum.org/CRDImages/ao/original/DT829.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DT829.jpg,,,,,,,,,pendiente,,met,The Metropolitan Museum of Art,outputs/samples/met_textiles_pilot_clean/met_textil_307975.jpg,Túnica textil,"Título oficial: Tunic with Confronting Catfish. Cultura registrada: Nasca-Wari. Fecha del objeto: 800–850 CE. Material registrado: Camelid hair, tapestry-weave. Clasificación museográfica: Textiles-Woven. Dimensiones: H. 21 1/2 × W. 43 1/4 in. (54.6 × 109.9 cm).",800–850 CE,"superficie amplia o composición visual útil detectada: ['tunic', 'tapestry']",Dominio público / Open Access según metadata de The Met,parcial,,aceptar,17,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['tunic'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['tunic'] | evidencia cultural/geográfica andina: ['peru', 'nasca', 'wari']",2026-06-15,,False
